"lang"
{
"Language" "ukrainian"
"Tokens"
{
// ---------------------------------------------------------------------------------------------
// GAMEUI_ENGLISH.txt

		"GameUI_MainMenuMovieScene"	"Тло головного меню"
		"GameUI_Stats_LastMatch_FavWeaponAccuracy"	"Точність: %s1"
		"GameUI_Stats_LastMatch_Damage"		"Уражень: %s1"
		"GameUI_Stats_LastMatch_MoneySpentPerKill"	"Ціна за голову: $%s1"
		"GameUI_Stats_LastMatch_Dominations"	"Домінувань: %s1"
		"GameUI_Stats_LastMatch_Revenges"	"Помст: %s1"
		"GameUI_Stats_LastMatch_NoFavWeapon"	"Немає улюблених"
		"GameUI_Stats_LastMatch_Teams"		"Команда"
		"GameUI_Stats_LastMatch_Performance"	"Майстерність"
		"GameUI_Stats_LastMatch_Miscellaneous"	"Інше"

		"GameUI_Stat_NumKills_GGProgressive" "Убивств підряд %s1"
		"GameUI_Stat_NumKills_GGSelect" "Особливих вбивств %s1"
		"GameUI_Stat_NumKills_GGBomb" "Вбито бомбою %s1"
		"GAMEUI_Stat_TR_NumPlantedBombs" "Бомб закладено в режимі «Підрив об’єкта»: %s1"
		"GAMEUI_Stat_TR_NumDefusedBombs" "Бомб знешкоджено у режимі «Підрив об’єкта»: %s1"

		"GameUI_NumSuffix_E3"				"тис."
		"GameUI_NumSuffix_E6"				"млн."
		"GameUI_NumSuffix_E9"				"млрд."
		"GameUI_NumSuffix_E12"				"трил."

		"GameUI_Yes"					"Так"
		"GameUI_No"						"Ні"

		"GameUI_On"						"Увімкнено"
		"GameUI_Off"					"Вимкнено"

		"GameUI_Clock_Format"			"Формат календаря"
		"GameUI_Clock_12hr"				"12 годин"
		"GameUI_Clock_24hr"				"24 години"

		"GameUI_NotOnlineEnabled"		"Щоби грати в мережі, ви повинні ввійти до профілю гравця з багатокористувацькими привілеями."
		"GameUI_Dlg_NotOnlineSignedIn"	"Ви повинні ввійти до профілю Xbox LIVE, аби мати доступ до цієї функції. Чи не бажаєте ввійти зараз?"

		"GameUI_LeaveInviteConf"					"Приєднатися до іншої гри?"
		"GameUI_LeaveInviteConfTxt"					"Натисніть \\x00A2, аби підтвердити, що ви бажаєте покинути цю гру й приєднатися до іншої."
		"GameUI_MakeGamePublicConf"					"Зробити гру публічною?"
		"GameUI_MakeGamePublicConfTxt"				"Натисніть \\x00A2, аби підтвердити, що ви бажаєте зробити цю приватну гру загальнодоступною."
		"GameUI_JoinRefused"						"Ця гра більше не приймає гравців."
		"GameUI_GameFull"							"Ця гра заповнена."
		"GameUI_JoinFailed"							"Не вдалося приєднатися до гри."
		"GameUI_CreateFailed"						"Не вдалося створити гру."
		"GameUI_ClientKicked"						"Вас вигнали з цієї гри."
		"GameUI_LostHost"							"Втрачений зв’язок із хостом."
		"GameUI_LostServer"							"Було втрачено з’єднання з ігровим сервером."
		"GameUI_LostServerXLSP"						"Неможливо підключитися до серверу %s1. Будь ласка, спробуйте пізніше."
		"GameUI_ModifyingSession"					"Зміна сеансу…"
		"GameUI_LostConnectionToLive"				"Втрачено підключення до Xbox LIVE."
		"GameUI_Leaderboards_Not_Signed_In"			"Ви повинні ввійти до профілю Xbox LIVE, аби опублікувати свої результати в таблиці лідерів. Бажаєте це зробити?"
		"GameUI_Leaderboards_Lost_Connection"		"Натисніть кнопку «Гід» і під’єднайтеся до Xbox LIVE, щоб опублікувати свої результати в таблицях лідерів."
		"Menu_Dlg_Leaderboards_Lost_Connection"		"Ви маєте бути під’єднані до Xbox LIVE для того, аби переглядати таблиці лідерів. Будь ласка, перевірте своє з’єднання та спробуйте знову." [$X360]
		"Menu_Dlg_Leaderboards_Lost_Connection"		"Ви маєте бути під’єднані до PlayStation®Network та Steam для того, аби переглядати таблиці лідерів. Будь ласка, перевірте своє з’єднання та спробуйте знову." [$PS3]
		"Menu_Dlg_Leaderboards_Lost_Connection"		"Щоби переглядати таблиці лідерів потрібно бути під’єднаним до Steam. Будь ласка, перевірте своє з’єднання та спробуйте знову."
		"GameUI_DedicatedSearchFailed"				"Не вдалося знайти виділений сервер."

		"GameUI_ProfileReadFailed"		"Не вдалося завантажити дані вашого профілю. Ваші статистика, медалі, досягнення та результати в таблицях лідерів не будуть збережені, якщо ви забажаєте продовжити. Ви дійсно цього хочете?"
		"GameUI_ProfileReadFailedCRC"	"Дані вашого профілю пошкоджені. Ваші статистика, медалі, досягнення і результати в таблицях лідерів не будуть збережені, якщо ви забажаєте продовжити. Ви дійсно цього хочете?"
		"GameUI_ProfileWriteFailed"		"Не вдалося зберегти дані вашого профілю. Зараз ви повернитеся до головного меню."
		"GameUI_ProfileResetTitle"		"Обнулити профіль?"
		"GameUI_ProfileReset"			"Ви дійсно бажаєте обнулити свій профіль? Усі медалі та досягнення буде втрачено."
		"GameUI_ProfileResetConfirm"	"Ви дійсно бажаєте втратити дані свого профілю? Повернути їх буде неможливо."
		"GameUI_Reset_Profile"			"Обнулити профіль"
		"GameUI_DisconnectConfirmationText"	"Ви дійсно бажаєте покинути цю гру?"
		"GameUI_DisconnectHostConfirmationText"	"Відключення призведе до вигнання всіх інших гравців. Ви дійсно бажаєте покинути цю гру?"

		"GameUI_Console_NoUserProfileSelectedTitle" "Не обрано жодного профілю гравця"
		"GameUI_Console_NoUserProfileSelectedBody" "Бажаєте обрати профіль гравця?\nВибравши «Ні», ви все одно зможете грати, але не зможете зберегти свої ігрові дані."
		"GameUI_Console_UserProfileRequiredBody" "Ви маєте ввійти до профілю для виконання цієї дії.\nЧи не бажаєте обрати профіль гравця?"

		// Xbox 360
		"GameUI_A_BUTTON"		"Кнопка A"
		"GameUI_B_BUTTON"		"Кнопка B"
		"GameUI_X_BUTTON"		"Кнопка X"
		"GameUI_Y_BUTTON"		"Кнопка Y"
		"GameUI_L_TRIGGER"		"Лівий триґер"
		"GameUI_R_TRIGGER"		"Правий триґер"
		"GameUI_L_SHOULDER"		"Лівий бампер"
		"GameUI_R_SHOULDER"		"Правий бампер"

		"GameUI_Icons_UP"		"U"
		"GameUI_Icons_DOWN"		"D"
		"GameUI_Icons_LEFT"		"L"
		"GameUI_Icons_RIGHT"		"R"
		"GameUI_Icons_DPAD"		"C"
		"GameUI_Icons_START"		"5"
		"GameUI_Icons_BACK"		"4"
		"GameUI_Icons_STICK1"		"6"
		"GameUI_Icons_STICK2"		"7"
		"GameUI_Icons_S1_UP"		"6"
		"GameUI_Icons_S2_UP"		"7"
		"GameUI_Icons_LSTICK"		"6"
		"GameUI_Icons_RSTICK"		"7"
		"GameUI_Icons_A_BUTTON"		"A"
		"GameUI_Icons_B_BUTTON"		"B"
		"GameUI_Icons_X_BUTTON"		"X"
		"GameUI_Icons_Y_BUTTON"		"Y"
		"GameUI_Icons_L_SHOULDER"	"2"
		"GameUI_Icons_R_SHOULDER"	"3"
		"GameUI_Icons_R_TRIGGER"	"1"
		"GameUI_Icons_LEFTCURSOR"	"8"
		"GameUI_Icons_RIGHTCURSOR"	"9"
		"GameUI_Icons_UPCURSOR"		"<"
		"GameUI_Icons_DOWNCURSOR"	">"
		"GameUI_Icons_NONE"		"< не призначено >"

		"GameUI_KeyNames_UP"		"Хрестовина вгору"
		"GameUI_KeyNames_DOWN"		"Хрестовина вниз"
		"GameUI_KeyNames_LEFT"		"Хрестовина вліво"
		"GameUI_KeyNames_RIGHT"		"Хрестовина вправо"
		"GameUI_KeyNames_START"		"Кнопка START"
		"GameUI_KeyNames_BACK"		"Кнопка BACK"
		"GameUI_KeyNames_STICK1"	"Кнопка лівого стіка"
		"GameUI_KeyNames_STICK2"	"Кнопка правого стіка"
		"GameUI_KeyNames_S1_UP"		"Лівий стік"
		"GameUI_KeyNames_S2_UP"		"Правий стік"
		"GameUI_KeyNames_LSTICK"	"Лівий стік"
		"GameUI_KeyNames_RSTICK"	"Правий стік"
		"GameUI_KeyNames_A_BUTTON"	"Кнопка A"
		"GameUI_KeyNames_B_BUTTON"	"Кнопка B"
		"GameUI_KeyNames_X_BUTTON"	"Кнопка X"
		"GameUI_KeyNames_Y_BUTTON"	"Кнопка Y"
		"GameUI_KeyNames_L_SHOULDER"	"Лівий бампер"
		"GameUI_KeyNames_R_SHOULDER"	"Правий бампер"
		"GameUI_KeyNames_L_TRIGGER"	"Лівий триґер"
		"GameUI_KeyNames_R_TRIGGER"	"Правий триґер"

		// Steam controller font mappings
		"GameUI_Icons_SC_None"					"< не призначено >"
		"GameUI_Icons_SC_R_Trigger_Click"		"m"
		"GameUI_KeyNames_SC_None"				"< не призначено >"
		"GameUI_KeyNames_SC_A_Button"			"кнопка A"
		"GameUI_KeyNames_SC_B_Button"			"кнопка B"
		"GameUI_KeyNames_SC_X_Button"			"кнопка X"
		"GameUI_KeyNames_SC_Y_Button"			"кнопка Y"
		"GameUI_KeyNames_SC_L_Shoulder"			"лівий бампер"
		"GameUI_KeyNames_SC_R_Shoulder"			"правий бампер"
		"GameUI_KeyNames_SC_L_Grip"				"кнопка лівого хвату"
		"GameUI_KeyNames_SC_R_Grip"				"кнопка правого хвату"
		"GameUI_KeyNames_SC_Start_Button"		"кнопка START"
		"GameUI_KeyNames_SC_Back_Button"		"кнопка BACK"
		"GameUI_KeyNames_SC_Left_Pad_Touch"		"дотик лівого трекпада"
		"GameUI_KeyNames_SC_Left_Pad_Swipe"		"рух лівого трекпада"
		"GameUI_KeyNames_SC_Left_Pad_Click"		"клацання лівим трекпадом"
		"GameUI_KeyNames_SC_Left_Pad_DPad_N"	"ліва хрестовина вгору"
		"GameUI_KeyNames_SC_Left_Pad_DPad_S"	"ліва хрестовина вниз"
		"GameUI_KeyNames_SC_Left_Pad_DPad_W"	"ліва хрестовина ліворуч"
		"GameUI_KeyNames_SC_Left_Pad_DPad_E"	"ліва хрестовина праворуч"
		"GameUI_KeyNames_SC_Right_Pad_Touch"	"дотик правого трекпада"
		"GameUI_KeyNames_SC_Right_Pad_Swipe"	"рух правого трекпада"
		"GameUI_KeyNames_SC_Right_Pad_Click"	"клацання правим трекпадом"
		"GameUI_KeyNames_SC_Right_Pad_DPad_N"	"права хрестовина вгору"
		"GameUI_KeyNames_SC_Right_Pad_DPad_S"	"права хрестовина вниз"
		"GameUI_KeyNames_SC_Right_Pad_DPad_W"	"права хрестовина ліворуч"
		"GameUI_KeyNames_SC_Right_Pad_DPad_E"	"права хрестовина праворуч"
		"GameUI_KeyNames_SC_L_Trigger_Pull"		"поштовх лівого триґера"
		"GameUI_KeyNames_SC_L_Trigger_Click"	"клацання лівим триґером"
		"GameUI_KeyNames_SC_R_Trigger_Pull"		"клацання правим триґером"
		"GameUI_KeyNames_SC_R_Trigger_Click"	"Клацання правим триґером"
		"GameUI_KeyNames_SC_L_Stick_Move"		"рух стіка"
		"GameUI_KeyNames_SC_L_Stick_Click"		"клацання стіком"
		"GameUI_KeyNames_SC_Gyro_Move"			"рух гіроскопа"
		"GameUI_KeyNames_SC_Gyro_Pitch"			"тангаж гіроскопа"
		"GameUI_KeyNames_SC_Gyro_Yaw"			"рискання гіроскопа"
		"GameUI_KeyNames_SC_Gyro_Roll"			"крен гіроскопа"


// GAMEUI_ENGLISH.txt
// ---------------------------------------------------------------------------------------------



// ---------------------------------------------------------------------------------------------
// CHAT_ENGLISH.txt

		"chat_filterbutton"	"Фільтри"
		"filter_joinleave"	"Долучення/залишення"
		"filter_namechange"	"Зміни псевдонімів"
		"filter_publicchat"	"Загальний чат"
		"filter_servermsg"	"Повідомлення сервера"

		"filter_teamchange"	"Зміни команд"
		"filter_achievement"	"Оголошення про досягнення"
		"chat_say"			"Написати:"
		"chat_say_team"		"Написати (КОМАНДІ):"

// CHAT_ENGLISH.txt
// ---------------------------------------------------------------------------------------------


// ---------------------------------------------------------------------------------------------
// vgui_english.txt

	"Console_Title"		"Консоль"
	"Console_Submit"	"Ввести"

	"FileOpenDialog_Open"		"Відкрити"
	"FileOpenDialog_Save"		"Зберегти"
	"FileOpenDialog_Select"		"Обрати"
	"FileOpenDialog_Cancel"		"Скасувати"
	"FileOpenDialog_Look_in"	"Шукати в:"
	"FileOpenDialog_File_Name"	"Назва файлу:"
	"FileOpenDialog_Directory_Name"	"Назва теки:"
	"FileOpenDialog_File_Type"	"Тип файлу:"
	"FileOpenDialog_Icon"		" "
	"FileOpenDialog_Name"		"Назва"
	"FileOpenDialog_Type"		"Тип"
	"FileOpenDialog_Col_Name"	"Назва"
	"FileOpenDialog_Col_Size"	"Розмір"
	"FileOpenDialog_Col_Type"	"Тип"
	"FileOpenDialog_Col_DateModified" "Дата зміни"
	"FileOpenDialog_Col_DateCreated" "Дата створення"
	"FileOpenDialog_Col_Attributes"	"Атрибути"
	"FileOpenDialog_FileType_Folder" "Тека"
	"FileOpenDialog_ToolTip_Up"	"Догори"
	"FileOpenDialog_ToolTip_NewFolder" "Нова тека"
	"FileOpenDialog_NewFolder_InputTitle"  "Нова тека"
	"FileOpenDialog_NewFolderPrompt" "Назва:"
